level,alpha,prev_cutoff,total_taxa_n,input_taxa_n,retained_taxa_n,train_cv_auc,train_cv_auc_ci_lower,train_cv_auc_ci_upper,train_auc,train_auc_ci_lower,train_auc_ci_upper,external_auc,external_auc_ci_lower,external_auc_ci_upper,train_loso_mean,train_loso_sd,train_isv_mean,train_isv_weighted_mean,train_loso_weighted_mean,status,rank_within_level,is_best
phylum,0.5,0.3,20,11,5,0.634886702488188,0.605491143818312,0.664282261158063,0.643727353707462,0.611099733222907,0.676354974192017,0.558284351307607,0.513972852487226,0.602595850127989,0.612474285962276,0.104865548118533,0.462325769891224,0.436206514282547,0.592922394273523,OK,2,FALSE
phylum,1,0.01,20,14,5,0.633922538093144,0.606344196781995,0.661500879404294,0.646902020668823,0.614400794748199,0.679403246589447,0.549084249084249,0.504148150927011,0.594020347241487,0.589599061310047,0.102600840468988,0.465462659408217,0.461407031415949,0.569942685006079,OK,15,FALSE
phylum,1,0.05,20,12,4,0.633691158812114,0.602315228512735,0.665067089111494,0.642511737560865,0.609844050407258,0.675179424714471,0.561035863361445,0.516712620645083,0.605359106077807,0.613003094586801,0.105174434202931,0.469468180441146,0.463525607284525,0.589049619961017,OK,3,FALSE
phylum,1,0.1,20,11,4,0.634592467549938,0.60473925830735,0.664445676792525,0.643700563268969,0.611084354722825,0.676316771815114,0.559545106056734,0.515260367191609,0.603829844921859,0.611153089433224,0.11301636853553,0.475675905008246,0.466070880638622,0.588708178828209,OK,4,FALSE
phylum,1,0.2,20,11,4,0.634592467549938,0.60473925830735,0.664445676792525,0.643700563268969,0.611084354722825,0.676316771815114,0.559545106056734,0.515260367191609,0.603829844921859,0.611153089433224,0.11301636853553,0.476233940722531,0.467880835389753,0.588708178828209,OK,5,FALSE
phylum,1,0.3,20,11,4,0.634592467549938,0.60473925830735,0.664445676792525,0.643700563268969,0.611084354722825,0.676316771815114,0.559545106056734,0.515260367191609,0.603829844921859,0.615500346063944,0.110859232514697,0.479659279789493,0.469560534080716,0.595312306659724,OK,1,TRUE
species,0.1,0.01,973,607,186,0.846949016958122,0.826550900883176,0.867347133033068,0.917003221550229,0.901224125095495,0.932782318004963,0.735471505238947,0.697466347510914,0.773476662966981,0.659178328777878,0.0916362048277938,0.446310906687683,0.441910491106305,0.627634165761071,OK,10,FALSE
species,0.1,0.05,973,480,183,0.844342791837921,0.824201967538632,0.864483616137209,0.916788898042289,0.900921347919879,0.932656448164698,0.734074452679104,0.695806779101077,0.772342126257131,0.651075438158403,0.107422612072544,0.450252890645253,0.442637727706493,0.616788432459262,OK,12,FALSE
species,0.1,0.1,973,392,149,0.838084949381853,0.819439778038213,0.856730120725494,0.903075542338939,0.885708439972901,0.920442644704977,0.735215946843854,0.697406891304331,0.773025002383377,0.67747309696712,0.0927436637861205,0.470680127533332,0.464988488665283,0.649710431781001,OK,4,FALSE
species,0.1,0.2,973,260,102,0.824150392280803,0.804039869829795,0.844260914731811,0.872008680102072,0.851639184783987,0.892378175420157,0.719746145327541,0.681120468323801,0.75837182233128,0.670306537836865,0.117759378074728,0.495019031953373,0.505778319842958,0.638707093999198,OK,8,FALSE
species,0.1,0.3,973,175,73,0.808864527035357,0.786671957310047,0.831057096760667,0.849102855190983,0.826677690157394,0.871528020224571,0.723315444245677,0.684970689398909,0.761660199092445,0.665985717871138,0.16343264809852,0.525789107104386,0.52381641348362,0.646079180840696,OK,2,FALSE
species,0.5,0.01,973,607,115,0.835268488201174,0.814782327849528,0.85575464855282,0.908319770673847,0.891530074938254,0.925109466409439,0.732958514353863,0.694918071471664,0.770998957236063,0.611583244182166,0.103606180202363,0.469177984143426,0.477042486777114,0.58320456901672,OK,15,FALSE
species,0.5,0.05,973,480,118,0.834844645214653,0.815599168059085,0.854090122370221,0.912361778081403,0.896002098306313,0.928721457856493,0.732268506687111,0.693837750465672,0.77069926290855,0.602101671376534,0.11101221497819,0.452311419646866,0.457312780654966,0.598017727413228,OK,14,FALSE
species,0.5,0.1,973,392,100,0.829801638788008,0.810833016495756,0.848770261080261,0.897188343480212,0.879165793571498,0.915210893388926,0.738580799045915,0.70104170332222,0.77611989476961,0.654215603995721,0.0746025192554856,0.471899748739656,0.475703084830239,0.639759023689458,OK,7,FALSE
species,0.5,0.2,973,260,76,0.820730313592037,0.802227015828874,0.8392336113552,0.875903340097919,0.855901621501585,0.895905058694253,0.722267654825794,0.683499747446819,0.761035562204769,0.659596333733453,0.106969547320512,0.492358964246655,0.502861316195696,0.645497927674659,OK,3,FALSE
species,0.5,0.3,973,175,50,0.805945776606271,0.785505783852589,0.826385769359953,0.848751230685768,0.826288734645961,0.871213726725576,0.727574750830565,0.689532756038936,0.765616745622194,0.659876745088751,0.161266320196822,0.528923384184944,0.526794598365965,0.645288101709845,OK,1,TRUE
species,1,0.01,973,607,104,0.832857659935174,0.812138689944382,0.853576629925966,0.910573516312028,0.894027171702721,0.927119860921336,0.731510350115001,0.693227547244802,0.769793152985201,0.619044184040874,0.0773327817395019,0.473520703615037,0.479185671388806,0.609063148830639,OK,13,FALSE
species,1,0.05,973,480,102,0.829313691045886,0.810326171077953,0.848301211013819,0.906816157313455,0.88986716737465,0.92376514725226,0.732617769827072,0.694253025713356,0.770982513940789,0.63215977440012,0.0701514708574734,0.4519688223108,0.452275387492573,0.621170917429963,OK,11,FALSE
species,1,0.1,973,392,93,0.827945855969171,0.809716000202386,0.846175711735956,0.899097162222803,0.881251717128767,0.916942607316839,0.737805605247466,0.70015278111449,0.775458429380442,0.651086492779195,0.0740933033542399,0.460785961342692,0.468020106469178,0.634970158320534,OK,9,FALSE
species,1,0.2,973,260,75,0.818533040701984,0.799352556935905,0.837713524468062,0.877453836725673,0.857600168911476,0.897307504539869,0.721943947525343,0.683109165772999,0.760778729277687,0.650730942829337,0.115014724013377,0.493408879735458,0.504071396215506,0.640110566354307,OK,6,FALSE
species,1,0.3,973,175,51,0.808261402405001,0.78785829861349,0.828664506196511,0.855743535132311,0.833840577463869,0.877646492800754,0.729074026748445,0.690993154215767,0.767154899281124,0.659749625543319,0.161269286738752,0.520063607363584,0.518367817239043,0.642842229780696,OK,5,FALSE
